Date 20200221
Time 134051
SubjectID 002
Block_Type 0
Trial 0
Redo 0
VidA0
VidB0
--
Device_Num Time Trial Redo TrialType Vid1 Vid2 VidType VidStatus Instruct TMS CResp Resp Correct Score Practice Latency 
-----
0 113721 1 0 94 95 0 0 1 1 0 0 1 1 0 323
0 128472 2 0 98 87 3 0 1 1 1 1 1 2 0 291
0 143240 3 0 73 74 1 0 1 1 1 1 1 3 0 317
0 157961 4 0 84 83 3 0 1 -1 1 1 1 4 0 275
0 172560 5 0 76 79 1 0 1 1 1 1 1 5 0 276
0 187175 6 0 97 58 3 0 1 -1 1 1 1 6 0 241
0 201872 7 0 102 103 0 0 1 -1 0 0 1 7 0 260
0 216624 8 0 77 70 3 0 1 1 1 1 1 8 0 295
0 1117386 9 0 88 89 0 0 1 -1 0 0 1 9 0 886373
0 1131929 10 0 93 94 2 0 1 1 1 0 0 9 0 295
0 1146496 11 0 60 61 0 0 1 1 0 0 1 10 0 251
0 1161088 12 0 74 75 0 0 1 -1 0 0 1 11 0 277
