Date 20200221
Time 141849
SubjectID 002
Block_Type 0
Trial 0
Redo 0
VidA0
VidB0
--
Device_Num Time Trial Redo TrialType Vid1 Vid2 VidType VidStatus Instruct TMS CResp Resp Correct Score Practice Latency 
-----
0 339630 1 0 41 42 2 0 1 -1 1 0 0 0 0 231
0 354165 2 0 8 9 0 0 1 1 0 0 1 1 0 273
0 368814 3 0 24 27 2 0 1 1 1 1 1 2 0 290
0 383581 4 0 8 11 1 0 1 -1 1 1 1 3 0 291
0 398220 5 0 42 43 0 0 1 1 0 0 1 4 0 264
0 412740 6 0 45 46 2 0 1 -1 1 1 1 5 0 241
0 427293 7 0 32 35 2 0 1 1 1 1 1 6 0 261
0 441963 8 0 38 3 3 0 1 1 1 1 1 7 0 265
0 1302287 9 0 4 7 1 0 1 -1 1 1 1 8 0 845919
0 1316774 10 0 20 23 1 0 1 1 1 1 1 9 0 280
0 1331350 11 0 37 12 3 0 1 -1 1 1 1 10 0 226
