Date 20200220
Time 202755
SubjectID 002
Block_Type 0
Trial 0
Redo 0
VidA0
VidB0
--
Device_Num Time Trial Redo TrialType Vid1 Vid2 VidType VidStatus Instruct TMS CResp Resp Correct Score Practice Latency 
-----
0 111797 1 0 84 85 0 0 1 -1 0 0 1 1 0 245
0 126660 2 0 102 67 3 0 1 -1 1 1 1 2 0 314
0 141292 3 0 72 75 1 0 1 -1 1 1 1 3 0 281
0 155844 4 0 61 94 3 0 1 1 1 1 1 4 0 281
0 170412 5 0 77 78 1 0 1 -1 1 1 1 5 0 306
0 185100 6 0 62 93 3 0 1 1 1 1 1 6 0 244
0 199747 7 0 98 99 0 0 1 1 0 0 1 7 0 241
0 214371 8 0 73 64 3 0 1 -1 1 1 1 8 0 268
0 229035 9 0 82 83 0 0 1 1 0 0 1 9 0 287
0 243883 10 0 92 95 2 0 1 -1 1 1 1 10 0 357
0 258403 11 0 56 57 0 0 1 -1 0 0 1 11 0 245
0 272930 12 0 76 77 0 0 1 1 0 0 1 12 0 296
0 287522 13 0 91 74 3 0 1 1 1 1 1 13 0 236
0 302146 14 0 69 70 1 0 1 -1 1 1 1 14 0 351
0 316633 15 0 57 58 1 0 1 1 1 1 1 15 0 280
0 887433 16 0 89 90 2 0 1 -1 1 1 1 16 0 556476
0 901976 17 0 65 66 1 0 1 1 1 1 1 17 0 287
0 916615 18 0 80 83 2 0 1 1 1 1 1 18 0 284
0 931320 19 0 70 71 0 0 1 -1 0 0 1 19 0 273
0 945888 20 0 100 103 2 0 1 -1 1 1 1 20 0 256
0 960471 21 0 60 63 1 0 1 1 1 0 0 20 0 259
0 975215 22 0 84 87 2 0 1 1 1 0 0 20 0 271
0 1611829 23 0 88 101 3 0 1 -1 1 1 1 21 0 622381
0 1626364 24 0 97 98 2 0 1 1 1 0 0 21 0 310
