Date 20200221
Time 140438
SubjectID 002
Block_Type 0
Trial 0
Redo 0
VidA0
VidB0
--
Device_Num Time Trial Redo TrialType Vid1 Vid2 VidType VidStatus Instruct TMS CResp Resp Correct Score Practice Latency 
-----
0 64641 1 0 57 80 3 0 1 -1 1 1 1 1 0 300
0 79305 2 0 68 71 1 0 1 1 1 1 1 2 0 276
0 93984 3 0 56 59 1 0 1 -1 1 1 1 3 0 250
0 108608 4 0 88 91 2 0 1 1 1 1 1 4 0 245
0 123176 5 0 64 67 1 0 1 -1 1 0 0 4 0 255
0 137808 6 0 81 82 2 0 1 -1 1 1 1 5 0 371
0 152480 7 0 64 65 0 0 1 1 0 0 1 6 0 273
0 167167 8 0 101 102 2 0 1 1 1 1 1 7 0 285
0 181887 9 0 61 62 1 0 1 -1 1 0 0 7 0 241
0 196423 10 0 85 86 2 0 1 -1 1 0 0 7 0 216
0 211031 11 0 78 69 3 0 1 1 1 1 1 8 0 277
0 800166 12 0 96 99 2 0 1 -1 1 0 0 8 0 574621
