Date 20200128
Time 132920
SubjectID 0001
Block_Type 0
Trial 0
Redo 0
VidA0
VidB0
--
Device_Num Time Trial Redo TrialType Vid1 Vid2 VidType VidStatus Instruct CResp Resp Correct Score Practice Latency 
-----
0 22979 1 0 47 4 3 0 1 1 1 1 1 0 538
0 40970 2 0 29 30 2 0 1 1 0 0 1 0 241
0 59838 3 0 22 15 3 0 1 1 1 1 2 0 283
0 76416 4 0 24 23 3 0 1 1 1 1 3 0 322
0 94496 5 0 2 3 0 0 1 0 0 1 4 0 278
0 112351 6 0 31 26 3 0 1 1 1 1 5 0 331
0 130583 7 0 11 36 3 0 1 1 1 1 6 0 492
0 145966 8 0 34 35 0 0 1 0 0 1 7 0 269
0 165779 9 0 40 41 0 0 1 0 0 1 8 0 371
0 184694 10 0 44 45 0 0 1 0 0 1 9 0 448
0 200851 11 0 6 7 0 0 1 0 0 1 10 0 327
0 221243 12 0 13 14 1 0 1 1 1 1 11 0 288
0 239232 13 0 14 43 3 0 1 1 1 1 12 0 311
0 256236 14 0 5 32 3 0 1 1 1 1 13 0 281
0 273875 15 0 38 39 0 0 1 0 0 1 14 0 264
0 293727 16 0 17 18 1 0 1 1 0 0 14 0 251
0 312390 17 0 16 1 3 0 1 1 1 1 15 0 467
0 333673 18 0 12 13 0 0 1 0 0 1 16 0 506
0 351748 19 0 40 43 2 0 1 1 0 0 16 0 336
0 369737 20 0 37 10 3 0 1 1 1 1 17 0 427
0 387339 21 0 0 3 1 0 1 1 0 0 17 0 349
0 404496 22 0 5 6 1 0 1 1 1 1 18 0 279
0 423091 23 0 20 21 0 0 1 0 0 1 19 0 428
0 439380 24 0 0 25 3 0 1 1 1 1 20 0 534
0 457275 25 0 26 27 0 0 1 0 0 1 21 0 453
0 473715 26 0 24 27 2 0 1 1 1 1 22 0 304
0 490247 27 0 8 11 1 0 1 1 1 1 23 0 310
0 509978 28 0 18 19 0 0 1 0 0 1 24 0 276
0 528214 29 0 42 17 3 0 1 1 1 1 25 0 315
0 546047 30 0 45 46 2 0 1 1 1 1 26 0 249
0 564545 31 0 20 23 1 0 1 1 1 1 27 0 544
0 582745 32 0 28 29 0 0 1 0 0 1 28 0 259
0 600099 33 0 36 39 2 0 1 1 0 0 28 0 226
0 614497 34 0 8 9 0 0 1 0 0 1 29 0 258
